sentences,labels
"['We', 'present', 'here', 'a', 'female', 'patient', 'who', 'developed', 'acute', 'bilateral', 'parotitis', 'within', 'minutes', 'of', 'i.v', '.', 'enalaprilat', 'injection', 'and', 'recovered', 'within', '24', 'hours', 'of', 'stopping', 'the', 'drug', 'and', 'with', 'symptomatic', 'treatment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'report', 'a', '4-year-old', 'girl', 'who', 'presented', 'with', 'acute', 'bilateral', 'blindness', ',', 'a', 'focal', 'seizure', 'and', 'hypertension', '10', 'days', 'after', 'commencing', 'oxybutynin', 'to', 'treat', 'enuresis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['We', 'report', 'a', '4-year-old', 'girl', 'who', 'presented', 'with', 'acute', 'bilateral', 'blindness', ',', 'a', 'focal', 'seizure', 'and', 'hypertension', '10', 'days', 'after', 'commencing', 'oxybutynin', 'to', 'treat', 'enuresis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['We', 'report', 'a', '4-year-old', 'girl', 'who', 'presented', 'with', 'acute', 'bilateral', 'blindness', ',', 'a', 'focal', 'seizure', 'and', 'hypertension', '10', 'days', 'after', 'commencing', 'oxybutynin', 'to', 'treat', 'enuresis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['Severe', 'symptomatic', 'hyponatremia', 'during', 'sibutramine', 'therapy', ':', 'a', 'case', 'report', '.']","['B-effect', 'I-effect', 'I-effect', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'known', 'side', 'effects', 'of', 'sibutramine', ',', 'ie', ',', 'hypertension', 'and', 'tachycardia', ',', 'depend', 'on', 'its', 'adrenergic', 'and', 'serotoninergic', 'effects', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'known', 'side', 'effects', 'of', 'sibutramine', ',', 'ie', ',', 'hypertension', 'and', 'tachycardia', ',', 'depend', 'on', 'its', 'adrenergic', 'and', 'serotoninergic', 'effects', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'describe', 'a', 'case', 'of', 'life-threatening', 'hyponatremia', 'associated', 'with', 'sibutramine', 'use', 'in', 'an', 'obese', 'woman', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Our', 'findings', 'reveal', 'that', 'even', 'in', 'patients', 'without', 'a', 'history', 'of', 'seizures', ',', 'pregabalin', 'can', 'cause', 'a', 'cortical', 'negative', 'myoclonus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O']"
"['Pregabalin', '-', 'induced', 'cortical', 'negative', 'myoclonus', 'in', 'a', 'patient', 'with', 'neuropathic', 'pain', '.']","['B-drug', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'describe', 'a', 'patient', 'who', ',', 'after', 'receiving', 'his', 'first', 'dose', 'of', 'pregabalin', 'to', 'relieve', 'neuropathic', 'pain', ',', 'presented', 'with', 'a', 'negative', 'myoclonus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['Muzolimine', '-', 'induced', 'severe', 'neuromyeloencephalopathy', ':', 'report', 'of', 'seven', 'cases', '.']","['B-drug', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'report', 'on', '7', 'patients', '(', '2', 'women', ',', '5', 'men', ')', 'with', 'chronic', 'renal', 'failure', ',', 'who', 'developed', 'under', 'a', 'high', 'dosage', 'of', 'the', 'new', 'diuretic', 'muzolimine', '(', 'range', '240', 'to', '1440', 'mg', 'per', 'day', ')', 'fatal', 'neuromyeloencephalopathy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['L-asparaginase', '-', 'induced', 'posterior', 'reversible', 'encephalopathy', 'syndrome', 'during', 'acute', 'lymphoblastic', 'leukemia', 'treatment', 'in', 'children', '.']","['B-drug', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'purpose', 'of', 'this', 'article', 'is', 'to', 'present', 'the', 'first', 'case-series', 'of', 'posterior', 'reversible', 'encephalopathy', 'syndrome', '(', 'PRES', ')', 'associated', 'with', 'L-asparaginase', 'treatment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['The', 'purpose', 'of', 'this', 'article', 'is', 'to', 'present', 'the', 'first', 'case-series', 'of', 'posterior', 'reversible', 'encephalopathy', 'syndrome', '(', 'PRES', ')', 'associated', 'with', 'L-asparaginase', 'treatment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['We', 'report', '3', 'cases', 'of', 'children', 'with', 'acute', 'lymphoblastic', 'leukemia', 'who', 'developed', 'seizures', 'and', 'altered', 'sensorium', 'after', 'L-asparaginase', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'B-drug', 'O', 'O']"
"['We', 'report', '3', 'cases', 'of', 'children', 'with', 'acute', 'lymphoblastic', 'leukemia', 'who', 'developed', 'seizures', 'and', 'altered', 'sensorium', 'after', 'L-asparaginase', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['Anastrozole', '-', 'associated', 'sclerosing', 'glomerulonephritis', 'in', 'a', 'patient', 'with', 'breast', 'cancer', '.']","['B-drug', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CONCLUSIONS', ':', 'Anastrozole', 'may', 'be', 'the', 'causative', 'factor', 'in', 'patients', 'with', 'sclerosing', 'glomerulonephritis', '.']","['O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['Diagnosis', 'of', 'sclerosing', 'glomerulonephritis', 'occurred', 'in', 'this', 'patient', 'during', 'anastrozole', 'use', ',', 'suggesting', 'a', 'newly', 'defined', 'side', 'effect', 'of', 'anastrozole', '.']","['O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Renal', 'injury', 'due', 'to', 'anastrozole', 'has', 'not', 'been', 'published', 'in', 'the', 'English', 'literature', '.']","['B-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'are', 'major', 'side', 'effects', 'of', 'anastrozole', 'including', 'decrease', 'in', 'both', 'lumbar', 'spine', 'and', 'total', 'hip', 'bone', 'mineral', 'density', ',', 'increase', 'in', 'the', 'incidence', 'of', 'all', 'bone', 'fractures', '(', 'especially', 'fractures', 'of', 'spine', ',', 'hip', 'and', 'wrist', '),', 'joint', 'disorders', 'and', 'increase', 'in', 'the', 'cholesterol', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'are', 'major', 'side', 'effects', 'of', 'anastrozole', 'including', 'decrease', 'in', 'both', 'lumbar', 'spine', 'and', 'total', 'hip', 'bone', 'mineral', 'density', ',', 'increase', 'in', 'the', 'incidence', 'of', 'all', 'bone', 'fractures', '(', 'especially', 'fractures', 'of', 'spine', ',', 'hip', 'and', 'wrist', '),', 'joint', 'disorders', 'and', 'increase', 'in', 'the', 'cholesterol', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O']"
"['There', 'are', 'major', 'side', 'effects', 'of', 'anastrozole', 'including', 'decrease', 'in', 'both', 'lumbar', 'spine', 'and', 'total', 'hip', 'bone', 'mineral', 'density', ',', 'increase', 'in', 'the', 'incidence', 'of', 'all', 'bone', 'fractures', '(', 'especially', 'fractures', 'of', 'spine', ',', 'hip', 'and', 'wrist', '),', 'joint', 'disorders', 'and', 'increase', 'in', 'the', 'cholesterol', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', 'are', 'major', 'side', 'effects', 'of', 'anastrozole', 'including', 'decrease', 'in', 'both', 'lumbar', 'spine', 'and', 'total', 'hip', 'bone', 'mineral', 'density', ',', 'increase', 'in', 'the', 'incidence', 'of', 'all', 'bone', 'fractures', '(', 'especially', 'fractures', 'of', 'spine', ',', 'hip', 'and', 'wrist', '),', 'joint', 'disorders', 'and', 'increase', 'in', 'the', 'cholesterol', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'believe', 'that', 'the', 'acute', 'renal', 'failure', 'in', 'our', 'patient', 'was', 'associated', 'with', 'anastrozole', '.']","['O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['CASE', 'SUMMARY', ':', 'A', '61-year-old', 'woman', 'with', 'no', 'apparent', 'risk', 'factors', 'for', 'liver', 'injury', 'developed', 'acute', 'hepatitis', 'one', 'week', 'after', 'the', 'final', 'dose', 'of', 'a', 'long-term', 'course', 'of', 'pulse', 'itraconazole', 'therapy', '(', '200', 'mg', 'orally', 'twice', 'daily', ',', '1', 'wk', 'on', ',', '3', 'wk', 'off', ',', 'for', '24', 'wk', ')', 'for', 'onychomycosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CONCLUSIONS', ':', 'Prolonged', 'exposure', 'to', 'itraconazole', ',', 'administered', 'either', 'continuously', 'or', 'intermittently', ',', 'may', 'precipitate', 'severe', 'and', 'irreversible', 'hepatotoxic', 'events', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O']"
"['Fatal', 'hepatitis', 'after', 'long-term', 'pulse', 'itraconazole', 'treatment', 'for', 'onychomycosis', '.']","['B-effect', 'I-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['OBJECTIVE', ':', 'To', 'report', 'the', 'occurrence', 'of', 'acute', 'cytolytic', 'hepatitis', 'in', 'a', 'patient', 'exposed', 'to', 'pulse', 'itraconazole', 'therapy', 'for', '24', 'weeks', 'and', 'provide', 'a', 'concise', 'review', 'of', 'the', 'literature', 'on', 'cases', 'of', 'itraconazole', '-', 'induced', 'hepatitis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['OBJECTIVE', ':', 'To', 'report', 'the', 'occurrence', 'of', 'acute', 'cytolytic', 'hepatitis', 'in', 'a', 'patient', 'exposed', 'to', 'pulse', 'itraconazole', 'therapy', 'for', '24', 'weeks', 'and', 'provide', 'a', 'concise', 'review', 'of', 'the', 'literature', 'on', 'cases', 'of', 'itraconazole', '-', 'induced', 'hepatitis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'O']"
"['Only', 'one', 'case', 'of', 'severe', 'symptomatic', 'hepatitis', 'occurring', 'after', 'pulse', 'therapy', 'with', 'itraconazole', 'for', 'onychomycosis', 'and', 'requiring', 'transplantation', 'has', 'been', 'reported', 'previously', '.']","['O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CONCLUSIONS', ':', 'Intrathecal', 'baclofen', 'can', 'impair', 'sexual', 'function', 'and', 'ejaculation', 'in', 'some', 'patients', '.']","['O', 'O', 'O', 'B-drug', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O']"
"['RESULTS', ':', 'A', 'male', 'and', 'a', 'female', 'patient', 'with', 'spasticity', 'treated', 'with', 'intrathecal', 'baclofen', 'were', 'recognized', 'to', 'have', 'sexual', 'dysfunction', 'side', 'effects', 'from', 'treatment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O']"
"['Sexual', 'dysfunction', 'associated', 'with', 'intrathecal', 'baclofen', 'use', ':', 'a', 'report', 'of', 'two', 'cases', '.']","['B-effect', 'I-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Anaphylactic', 'reaction', 'to', 'recombinant', 'insulin-like', 'growth', 'factor-I', '.']","['B-effect', 'I-effect', 'O', 'B-drug', 'I-drug', 'I-drug', 'I-drug', 'O']"
"['We', 'report', 'a', '13', 'year-old', 'male', 'who', 'developed', 'life-threatening', 'anaphylaxis', 'early', 'in', 'the', 'course', 'of', 'Increlex', 'therapy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['Increasing', 'the', 'olanzapine', 'dosage', 'severely', 'aggravated', 'the', 'symptoms', 'of', 'RLS', '.']","['O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['Restless', 'legs', 'syndrome', 'and', 'periodic', 'limb', 'movements', 'during', 'sleep', 'probably', 'associated', 'with', 'olanzapine', '.']","['O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'B-drug', 'O']"
"['Restless', 'legs', 'syndrome', 'and', 'periodic', 'limb', 'movements', 'during', 'sleep', 'probably', 'associated', 'with', 'olanzapine', '.']","['B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['The', 'fifth', 'patient', 'exhibited', 'paraesthesia', 'and', 'agitation', 'caused', 'by', 'olanzapine', 'that', 'was', 'misdiagnosed', 'as', 'psychotic', 'agitation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['The', 'fifth', 'patient', 'exhibited', 'paraesthesia', 'and', 'agitation', 'caused', 'by', 'olanzapine', 'that', 'was', 'misdiagnosed', 'as', 'psychotic', 'agitation', '.']","['O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'fourth', 'patient', 'showed', 'RLS', 'symptoms', 'that', 'were', 'initially', 'caused', 'by', 'a', '20-mg', 'daily', 'olanzapine', 'dosage', 'and', 'were', 'later', 'mitigated', 'when', 'olanzapine', 'was', 'reduced', 'and', 'ropinirole', 'was', 'administered', '.']","['O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'second', 'patient', 'exhibited', 'sudden', 'PLMS', 'following', 'olanzapine', 'injection', '.']","['O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'B-drug', 'O', 'O']"
"['The', 'third', 'patient', 'had', 'been', 'suffering', 'from', 'serious', 'akathisia', 'while', 'on', 'risperidone', ',', 'and', 'was', 'cured', 'after', 'switching', 'to', 'olanzapine', ',', 'but', 'thereafter', 'the', 'patient', 'suffered', 'from', 'RLS', 'at', 'nighttime', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'third', 'patient', 'had', 'been', 'suffering', 'from', 'serious', 'akathisia', 'while', 'on', 'risperidone', ',', 'and', 'was', 'cured', 'after', 'switching', 'to', 'olanzapine', ',', 'but', 'thereafter', 'the', 'patient', 'suffered', 'from', 'RLS', 'at', 'nighttime', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'third', 'patient', 'had', 'been', 'suffering', 'from', 'serious', 'akathisia', 'while', 'on', 'risperidone', ',', 'and', 'was', 'cured', 'after', 'switching', 'to', 'olanzapine', ',', 'but', 'thereafter', 'the', 'patient', 'suffered', 'from', 'RLS', 'at', 'nighttime', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O']"
"['The', 'third', 'patient', 'had', 'been', 'suffering', 'from', 'serious', 'akathisia', 'while', 'on', 'risperidone', ',', 'and', 'was', 'cured', 'after', 'switching', 'to', 'olanzapine', ',', 'but', 'thereafter', 'the', 'patient', 'suffered', 'from', 'RLS', 'at', 'nighttime', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O']"
"['We', 'report', 'five', 'cases', 'of', 'restless', 'legs', 'syndrome', '(', 'RLS', ')', 'and', 'periodic', 'limb', 'movements', 'during', 'sleep', '(', 'PLMS', ')', 'that', 'were', 'probably', 'associated', 'with', 'olanzapine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['We', 'report', 'five', 'cases', 'of', 'restless', 'legs', 'syndrome', '(', 'RLS', ')', 'and', 'periodic', 'limb', 'movements', 'during', 'sleep', '(', 'PLMS', ')', 'that', 'were', 'probably', 'associated', 'with', 'olanzapine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['We', 'report', 'five', 'cases', 'of', 'restless', 'legs', 'syndrome', '(', 'RLS', ')', 'and', 'periodic', 'limb', 'movements', 'during', 'sleep', '(', 'PLMS', ')', 'that', 'were', 'probably', 'associated', 'with', 'olanzapine', '.']","['O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['We', 'report', 'five', 'cases', 'of', 'restless', 'legs', 'syndrome', '(', 'RLS', ')', 'and', 'periodic', 'limb', 'movements', 'during', 'sleep', '(', 'PLMS', ')', 'that', 'were', 'probably', 'associated', 'with', 'olanzapine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['CONCLUSION', ':', 'Alendronate', 'led', 'to', 'nodular', 'scleritis', 'and', 'rechallenge', 'caused', 'recurrence', 'of', 'scleritis', '.']","['O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CONCLUSION', ':', 'Alendronate', 'led', 'to', 'nodular', 'scleritis', 'and', 'rechallenge', 'caused', 'recurrence', 'of', 'scleritis', '.']","['O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['Nodular', 'scleritis', 'following', 'alendronate', 'therapy', '.']","['B-effect', 'I-effect', 'O', 'B-drug', 'O', 'O']"
"['PURPOSE', ':', 'To', 'report', 'a', 'case', 'of', 'nodular', 'scleritis', 'following', 'alendronate', 'sodium', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'B-drug', 'I-drug', 'O']"
"['Two', 'weeks', 'following', 'rechallenge', 'with', 'alendronate', 'sodium', 'resulted', 'in', 'recurrence', 'of', 'his', 'scleritis', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['In', 'addition', ',', 'there', 'is', 'a', 'report', 'on', 'prolonged', 'ECT', 'seizure', 'related', 'to', 'ciprofloxacin', ',', 'which', 'has', 'an', 'epileptogenic', 'property', 'with', 'a', 'similar', 'action', 'to', 'beta-lactam', 'antibiotics', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thus', ',', 'tardive', 'seizures', 'in', 'our', 'cases', 'are', 'thought', 'to', 'be', 'related', 'to', 'piperacillin', 'and', 'cefotiam', '.']","['O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Thus', ',', 'tardive', 'seizures', 'in', 'our', 'cases', 'are', 'thought', 'to', 'be', 'related', 'to', 'piperacillin', 'and', 'cefotiam', '.']","['O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['Acute', 'delirium', 'resulting', 'from', 'levofloxacin', 'therapy', 'is', 'an', 'exceedingly', 'rare', 'complication', 'that', 'has', 'been', 'thought', 'to', 'occur', 'more', 'commonly', 'in', 'elderly', 'patients', '.']","['B-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CONCLUSION', ':', 'The', 'new', 'quinolone', 'derivatives', '(', 'levofloxacin', ',', 'sparfloxacin', ',', 'grepafloxacin', ',', 'trovafloxacin', ',', 'gatifloxacin', 'and', 'moxifloxacin', '),', 'also', 'called', 'gyrase', 'inhibitors', ',', 'are', 'known', 'for', 'their', 'potential', 'to', 'cause', 'central', 'nervous', 'system-related', 'adverse', 'effects', ',', 'including', 'headache', ',', 'dizziness', 'and', 'insomnia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O']"
